Participant_ID,Sex,Gamer,Complete_Game_Files,Complete_Transcript,Joystick_First,statement,interfaceMarkers,gameMarkers,lineNumber,fileName,interface,gameNumber,lowerStatement,statementClean,phrase,cumulativeGameNumber,fortressRelevant
46,1,0,1,1,0,got the fortress again.,FALSE,FALSE,182,p046_PreCode_2019.txt,joystick,6,got the fortress again.,got the fortress again,TRUE,16,1
46,1,0,1,1,0,the fortress,FALSE,FALSE,200,p046_PreCode_2019.txt,joystick,7,the fortress,the fortress,TRUE,17,1
46,1,0,1,1,0,got the fortress,FALSE,FALSE,206,p046_PreCode_2019.txt,joystick,7,got the fortress,got the fortress,TRUE,17,1
46,1,0,1,1,0,fired at the fortress,FALSE,FALSE,210,p046_PreCode_2019.txt,joystick,7,fired at the fortress,fired at the fortress,TRUE,17,1
46,1,0,1,1,0,it‚Äôs the fortress,FALSE,FALSE,222,p046_PreCode_2019.txt,joystick,7,it‚Äôs the fortress,its the fortress,TRUE,17,1
46,1,0,1,1,0,got the fortress,FALSE,FALSE,245,p046_PreCode_2019.txt,joystick,8,got the fortress,got the fortress,TRUE,18,1
46,1,0,1,1,0,got the fortress,FALSE,FALSE,252,p046_PreCode_2019.txt,joystick,8,got the fortress,got the fortress,TRUE,18,1
46,1,0,1,1,0,some nice hits on the fortress,FALSE,FALSE,280,p046_PreCode_2019.txt,joystick,9,some nice hits on the fortress,some nice hits on the fortress,TRUE,19,1
46,1,0,1,1,0,the fortress almost ready,FALSE,FALSE,285,p046_PreCode_2019.txt,joystick,9,the fortress almost ready,the fortress almost ready,TRUE,19,1
46,1,0,1,1,0,fortress ready,FALSE,FALSE,304,p046_PreCode_2019.txt,joystick,9,fortress ready,fortress ready,TRUE,19,1
46,1,0,1,1,0,fortress ready,FALSE,FALSE,321,p046_PreCode_2019.txt,joystick,10,fortress ready,fortress ready,TRUE,20,1
46,1,0,1,1,0,got the fortress,FALSE,FALSE,340,p046_PreCode_2019.txt,joystick,10,got the fortress,got the fortress,TRUE,20,1
46,1,0,1,1,0,the fortress,FALSE,FALSE,347,p046_PreCode_2019.txt,joystick,10,the fortress,the fortress,TRUE,20,1
46,1,0,1,1,0,got the fortress,FALSE,FALSE,348,p046_PreCode_2019.txt,joystick,10,got the fortress,got the fortress,TRUE,20,1
46,1,0,1,1,0,it‚Äôs got 2 right away from the fortress,FALSE,FALSE,461,p046_PreCode_2019.txt,keyboard,5,it‚Äôs got 2 right away from the fortress,its got 2 right away from the fortress,TRUE,5,1
46,1,0,1,1,0,got the fortress too,FALSE,FALSE,532,p046_PreCode_2019.txt,keyboard,7,got the fortress too,got the fortress too,TRUE,7,1
46,1,0,1,1,0,firing in quick succession at the fortress,FALSE,FALSE,589,p046_PreCode_2019.txt,keyboard,9,firing in quick succession at the fortress,firing in quick succession at the fortress,TRUE,9,1
49,1,0,1,1,0,wait a second every time I hit the fortress after it sends a red missile its vulnerability goes up one,FALSE,FALSE,16,p049_PreCode_2019.txt,joystick,1,wait a second every time i hit the fortress after it sends a red missile its vulnerability goes up one,wait a second every time i hit the fortress after it sends a red missile its vulnerability goes up one,TRUE,11,1
49,1,0,1,1,0,all I‚Äôm trying to do is get the vulnerability of this fortress to ten,FALSE,FALSE,46,p049_PreCode_2019.txt,joystick,3,all i‚Äôm trying to do is get the vulnerability of this fortress to ten,all im trying to do is get the vulnerability of this fortress to ten,TRUE,13,1
49,1,0,1,1,0,so if that‚Äôs true then I should be able to take down the fortress without having to worry about friends or foes,FALSE,FALSE,50,p049_PreCode_2019.txt,joystick,3,so if that‚Äôs true then i should be able to take down the fortress without having to worry about friends or foes,so if thats true then i should be able to take down the fortress without having to worry about friends or foes,TRUE,13,1
49,1,0,1,1,0,"is it like I think I think, camera, that every time I hit the hexagon the little hexagon on the side that the thing is pointing that the fortress is pointing like that I get a vulnerability point",FALSE,FALSE,122,p049_PreCode_2019.txt,joystick,6,"is it like i think i think, camera, that every time i hit the hexagon the little hexagon on the side that the thing is pointing that the fortress is pointing like that i get a vulnerability point",is it like i think i think camera that every time i hit the hexagon the little hexagon on the side that the thing is pointing that the fortress is pointing like that i get a vulnerability point,TRUE,16,1
49,1,0,1,1,0,well I can‚Äôt promise cuz I keep my promises but imma try my best to kill the fortress,FALSE,FALSE,171,p049_PreCode_2019.txt,joystick,7,well i can‚Äôt promise cuz i keep my promises but imma try my best to kill the fortress,well i cant promise cuz i keep my promises but imma try my best to kill the fortress,TRUE,17,1
49,1,0,1,1,0,you destroyed the fortress 0 times,FALSE,FALSE,218,p049_PreCode_2019.txt,joystick,9,you destroyed the fortress 0 times,you destroyed the fortress 0 times,TRUE,19,1
49,1,0,1,1,0,well camera I couldn‚Äôt beat the fortress but I tried.,FALSE,FALSE,249,p049_PreCode_2019.txt,joystick,10,well camera i couldn‚Äôt beat the fortress but i tried.,well camera i couldnt beat the fortress but i tried,TRUE,20,1
49,1,0,1,1,0,hitting the fortress,FALSE,FALSE,256,p049_PreCode_2019.txt,keyboard,1,hitting the fortress,hitting the fortress,TRUE,1,1
49,1,0,1,1,0,I can‚Äôt even hit the fortress cuz I can‚Äôt hit the mine,FALSE,FALSE,271,p049_PreCode_2019.txt,keyboard,1,i can‚Äôt even hit the fortress cuz i can‚Äôt hit the mine,i cant even hit the fortress cuz i cant hit the mine,TRUE,1,1
49,1,0,1,1,0,I can‚Äôt even shoot at the fortress without shooting a mine,FALSE,FALSE,333,p049_PreCode_2019.txt,keyboard,3,i can‚Äôt even shoot at the fortress without shooting a mine,i cant even shoot at the fortress without shooting a mine,TRUE,3,1
49,1,0,1,1,0,just keep hitting the fortress,FALSE,FALSE,346,p049_PreCode_2019.txt,keyboard,3,just keep hitting the fortress,just keep hitting the fortress,TRUE,3,1
49,1,0,1,1,0,I‚Äôm gonna just keep shooting at the fortress and hopefully something will work,FALSE,FALSE,347,p049_PreCode_2019.txt,keyboard,3,i‚Äôm gonna just keep shooting at the fortress and hopefully something will work,im gonna just keep shooting at the fortress and hopefully something will work,TRUE,3,1
49,1,0,1,1,0,I‚Äôm just trying to figure out cuz I can‚Äôt hit the fortress unless I make it vulnerable unless I kill the mine first right if it‚Äôs a friend mine,FALSE,FALSE,370,p049_PreCode_2019.txt,keyboard,4,i‚Äôm just trying to figure out cuz i can‚Äôt hit the fortress unless i make it vulnerable unless i kill the mine first right if it‚Äôs a friend mine,im just trying to figure out cuz i cant hit the fortress unless i make it vulnerable unless i kill the mine first right if its a friend mine,TRUE,4,1
49,1,0,1,1,0,I gotta get that fortress,FALSE,FALSE,399,p049_PreCode_2019.txt,keyboard,7,i gotta get that fortress,i gotta get that fortress,TRUE,7,1
49,1,0,1,1,0,fortress,FALSE,FALSE,414,p049_PreCode_2019.txt,keyboard,7,fortress,fortress,FALSE,7,1
49,1,0,1,1,0,see I‚Äôm getting hit by the fortress,FALSE,FALSE,489,p049_PreCode_2019.txt,keyboard,9,see i‚Äôm getting hit by the fortress,see im getting hit by the fortress,TRUE,9,1
49,1,0,1,1,0,I‚Äôm supposed to be hitting the fortress,FALSE,FALSE,490,p049_PreCode_2019.txt,keyboard,9,i‚Äôm supposed to be hitting the fortress,im supposed to be hitting the fortress,TRUE,9,1
49,1,0,1,1,0,so every time I hit the fortress I lose points too?,FALSE,FALSE,503,p049_PreCode_2019.txt,keyboard,10,so every time i hit the fortress i lose points too?,so every time i hit the fortress i lose points too,TRUE,10,1
50,1,0,1,1,1,P: Trying to fire at the fortress,FALSE,FALSE,12,p050_PreCode_2019.txt,joystick,1,p: trying to fire at the fortress,p trying to fire at the fortress,TRUE,1,1
50,1,0,1,1,1,P: Just bouncing off the fortress right now,FALSE,FALSE,17,p050_PreCode_2019.txt,joystick,2,p: just bouncing off the fortress right now,p just bouncing off the fortress right now,TRUE,2,1
50,1,0,1,1,1,P: Trying to hit the fortress,FALSE,FALSE,32,p050_PreCode_2019.txt,joystick,3,p: trying to hit the fortress,p trying to hit the fortress,TRUE,3,1
50,1,0,1,1,1,P: Stop bumping into the fortress,FALSE,FALSE,87,p050_PreCode_2019.txt,joystick,8,p: stop bumping into the fortress,p stop bumping into the fortress,TRUE,8,1
51,1,0,1,1,1,destroyed the fortress 2 times,FALSE,FALSE,633,p051_PreCode_2019.txt,keyboard,3,destroyed the fortress 2 times,destroyed the fortress 2 times,TRUE,13,1
51,1,0,1,1,1,okay I need to stop getting hit by the fortress,FALSE,FALSE,635,p051_PreCode_2019.txt,keyboard,3,okay i need to stop getting hit by the fortress,okay i need to stop getting hit by the fortress,TRUE,13,1
52,1,0,1,1,0,Gotta get the fortress now.,FALSE,FALSE,33,p052_PreCode_2019.txt,joystick,1,gotta get the fortress now.,gotta get the fortress now,TRUE,11,1
52,1,0,1,1,0,"Nice, and then go for the fortress.",FALSE,FALSE,79,p052_PreCode_2019.txt,joystick,2,"nice, and then go for the fortress.",nice and then go for the fortress,TRUE,12,1
52,1,0,1,1,0,Kill the fortress.,FALSE,FALSE,88,p052_PreCode_2019.txt,joystick,2,kill the fortress.,kill the fortress,TRUE,12,1
52,1,0,1,1,0,Oh shoot at the fortress.,FALSE,FALSE,170,p052_PreCode_2019.txt,joystick,4,oh shoot at the fortress.,oh shoot at the fortress,TRUE,14,1
52,1,0,1,1,0,Shoot at the fortress.,FALSE,FALSE,180,p052_PreCode_2019.txt,joystick,4,shoot at the fortress.,shoot at the fortress,TRUE,14,1
52,1,0,1,1,0,I can shoot the fortress.,FALSE,FALSE,208,p052_PreCode_2019.txt,joystick,5,i can shoot the fortress.,i can shoot the fortress,TRUE,15,1
52,1,0,1,1,0,Oh I can shot at that I can shot at that I can shot at that then shoot at fortress.,FALSE,FALSE,318,p052_PreCode_2019.txt,joystick,7,oh i can shot at that i can shot at that i can shot at that then shoot at fortress.,oh i can shot at that i can shot at that i can shot at that then shoot at fortress,TRUE,17,1
52,1,0,1,1,0,Stupid space fortress.,FALSE,FALSE,319,p052_PreCode_2019.txt,joystick,7,stupid space fortress.,stupid space fortress,TRUE,17,1
52,1,0,1,1,0,Shoot at it Shoot at it Shoot at it then get the fortress before it gets me.,FALSE,FALSE,324,p052_PreCode_2019.txt,joystick,7,shoot at it shoot at it shoot at it then get the fortress before it gets me.,shoot at it shoot at it shoot at it then get the fortress before it gets me,TRUE,17,1
52,1,0,1,1,0,Oh I can shoot at that thing and then at the fortress.,FALSE,FALSE,327,p052_PreCode_2019.txt,joystick,7,oh i can shoot at that thing and then at the fortress.,oh i can shoot at that thing and then at the fortress,TRUE,17,1
52,1,0,1,1,0,I really want to keep my vulnerability high so I can kill the fortress.,FALSE,FALSE,368,p052_PreCode_2019.txt,joystick,8,i really want to keep my vulnerability high so i can kill the fortress.,i really want to keep my vulnerability high so i can kill the fortress,TRUE,18,1
52,1,0,1,1,0,Omg got it and then fortress which is right behind me.,FALSE,FALSE,371,p052_PreCode_2019.txt,joystick,8,omg got it and then fortress which is right behind me.,omg got it and then fortress which is right behind me,TRUE,18,1
52,1,0,1,1,0,Fortress.,FALSE,FALSE,381,p052_PreCode_2019.txt,joystick,9,fortress.,fortress,FALSE,19,1
52,1,0,1,1,0,Okay if I hit the fortress I go backward which is not even a bad strategy at all.,FALSE,FALSE,575,p052_PreCode_2019.txt,keyboard,3,okay if i hit the fortress i go backward which is not even a bad strategy at all.,okay if i hit the fortress i go backward which is not even a bad strategy at all,TRUE,3,1
52,1,0,1,1,0,"there‚Äôs the fortress, click, click.",FALSE,FALSE,682,p052_PreCode_2019.txt,keyboard,5,"there‚Äôs the fortress, click, click.",theres the fortress click click,TRUE,5,1
52,1,0,1,1,0,P: When theres nothing in the screen I can fore at the fortress.,FALSE,FALSE,782,p052_PreCode_2019.txt,keyboard,8,p: when theres nothing in the screen i can fore at the fortress.,p when theres nothing in the screen i can fore at the fortress,TRUE,8,1
52,1,0,1,1,0,So with the joystick I could literally kill the fortress I bet.,FALSE,FALSE,877,p052_PreCode_2019.txt,keyboard,10,so with the joystick i could literally kill the fortress i bet.,so with the joystick i could literally kill the fortress i bet,TRUE,10,1
53,1,0,1,1,1,This fortress is serious.,FALSE,FALSE,33,p053_PreCode_2019.txt,joystick,1,this fortress is serious.,this fortress is serious,TRUE,1,1
53,1,0,1,1,1,Hashtag fortress come on.,FALSE,FALSE,66,p053_PreCode_2019.txt,joystick,2,hashtag fortress come on.,hashtag fortress come on,TRUE,2,1
53,1,0,1,1,1,I like a round where Iím the one where the one in the middle just shooting out missiles and the fortress is trying to get me.,FALSE,FALSE,76,p053_PreCode_2019.txt,joystick,2,i like a round where iím the one where the one in the middle just shooting out missiles and the fortress is trying to get me.,i like a round where im the one where the one in the middle just shooting out missiles and the fortress is trying to get me,TRUE,2,1
53,1,0,1,1,1,Then again it wouldnít be much of a fortress.,FALSE,FALSE,77,p053_PreCode_2019.txt,joystick,2,then again it wouldnít be much of a fortress.,then again it wouldnt be much of a fortress,TRUE,2,1
53,1,0,1,1,1,Will I ever defeat this fortress?,FALSE,FALSE,233,p053_PreCode_2019.txt,joystick,5,will i ever defeat this fortress?,will i ever defeat this fortress,TRUE,5,1
53,1,0,1,1,1,"Owl, how many shots does it take to defeat the fortress?",FALSE,FALSE,236,p053_PreCode_2019.txt,joystick,5,"owl, how many shots does it take to defeat the fortress?",owl how many shots does it take to defeat the fortress,TRUE,5,1
53,1,0,1,1,1,You can only focus on one thing either destroying the mine or the fortress and then thereís things shooting at you and then you have to think about not going into hyperdrive or hyperspace and the points and I donít even look at the points at times.,FALSE,FALSE,310,p053_PreCode_2019.txt,joystick,7,you can only focus on one thing either destroying the mine or the fortress and then thereís things shooting at you and then you have to think about not going into hyperdrive or hyperspace and the points and i donít even look at the points at times.,you can only focus on one thing either destroying the mine or the fortress and then theres things shooting at you and then you have to think about not going into hyperdrive or hyperspace and the points and i dont even look at the points at times,TRUE,7,1
53,1,0,1,1,1,Iím just going to bounce off the fortress.,FALSE,FALSE,327,p053_PreCode_2019.txt,joystick,7,iím just going to bounce off the fortress.,im just going to bounce off the fortress,TRUE,7,1
53,1,0,1,1,1,Bounce off the fortress.,FALSE,FALSE,329,p053_PreCode_2019.txt,joystick,7,bounce off the fortress.,bounce off the fortress,TRUE,7,1
53,1,0,1,1,1,"P: Ok, you destroyed the fortress one time but that was all I needed.",FALSE,FALSE,444,p053_PreCode_2019.txt,joystick,9,"p: ok, you destroyed the fortress one time but that was all i needed.",p ok you destroyed the fortress one time but that was all i needed,TRUE,9,1
53,1,0,1,1,1,I destroyed the fortress one time thatís all I needed.,FALSE,FALSE,458,p053_PreCode_2019.txt,joystick,10,i destroyed the fortress one time thatís all i needed.,i destroyed the fortress one time thats all i needed,TRUE,10,1
53,1,0,1,1,1,Oh wow this fortress is killing me faster.,FALSE,FALSE,519,p053_PreCode_2019.txt,keyboard,1,oh wow this fortress is killing me faster.,oh wow this fortress is killing me faster,TRUE,11,1
53,1,0,1,1,1,Does it give me damage if I hit the fortress like with my actual ship?,FALSE,FALSE,524,p053_PreCode_2019.txt,keyboard,1,does it give me damage if i hit the fortress like with my actual ship?,does it give me damage if i hit the fortress like with my actual ship,TRUE,11,1
53,1,0,1,1,1,The fortress destroyed you 46 times.,FALSE,FALSE,535,p053_PreCode_2019.txt,keyboard,1,the fortress destroyed you 46 times.,the fortress destroyed you 46 times,TRUE,11,1
53,1,0,1,1,1,"1499, ship damaged 5 times and your destroyed fortress one time.",FALSE,FALSE,595,p053_PreCode_2019.txt,keyboard,2,"1499, ship damaged 5 times and your destroyed fortress one time.",1499 ship damaged 5 times and your destroyed fortress one time,TRUE,12,1
53,1,0,1,1,1,Itís just difficult for me to destroy the fortress.,FALSE,FALSE,633,p053_PreCode_2019.txt,keyboard,3,itís just difficult for me to destroy the fortress.,its just difficult for me to destroy the fortress,TRUE,13,1
53,1,0,1,1,1,And the fortress is no difficulty enemy.,FALSE,FALSE,634,p053_PreCode_2019.txt,keyboard,3,and the fortress is no difficulty enemy.,and the fortress is no difficulty enemy,TRUE,13,1
53,1,0,1,1,1,You destroyed the fortress three times.,FALSE,FALSE,677,p053_PreCode_2019.txt,keyboard,4,you destroyed the fortress three times.,you destroyed the fortress three times,TRUE,14,1
53,1,0,1,1,1,You destroyed fortress two times.,FALSE,FALSE,708,p053_PreCode_2019.txt,keyboard,5,you destroyed fortress two times.,you destroyed fortress two times,TRUE,15,1
53,1,0,1,1,1,Itís a fortress.,FALSE,FALSE,737,p053_PreCode_2019.txt,keyboard,6,itís a fortress.,its a fortress,TRUE,16,1
53,1,0,1,1,1,The fact that the fortress is shooting at me probably makes me think itís a he.,FALSE,FALSE,742,p053_PreCode_2019.txt,keyboard,6,the fact that the fortress is shooting at me probably makes me think itís a he.,the fact that the fortress is shooting at me probably makes me think its a he,TRUE,16,1
53,1,0,1,1,1,"What I mean by that is when I was playing with joystick, the first time out of all of them, the first and only time I defeated the fortress I was like my day is made.",FALSE,FALSE,781,p053_PreCode_2019.txt,keyboard,7,"what i mean by that is when i was playing with joystick, the first time out of all of them, the first and only time i defeated the fortress i was like my day is made.",what i mean by that is when i was playing with joystick the first time out of all of them the first and only time i defeated the fortress i was like my day is made,TRUE,17,1
53,1,0,1,1,1,I destroyed the fortress two times.,FALSE,FALSE,783,p053_PreCode_2019.txt,keyboard,7,i destroyed the fortress two times.,i destroyed the fortress two times,TRUE,17,1
53,1,0,1,1,1,Because I did destroy the fortress but the fortress destroyed me like 26 times.,FALSE,FALSE,873,p053_PreCode_2019.txt,keyboard,10,because i did destroy the fortress but the fortress destroyed me like 26 times.,because i did destroy the fortress but the fortress destroyed me like 26 times,TRUE,20,1
54,1,0,1,1,0,Ship was damaged 57 times by the fortress.,FALSE,FALSE,197,p054_PreCode_2019.txt,keyboard,1,ship was damaged 57 times by the fortress.,ship was damaged 57 times by the fortress,TRUE,1,1
54,1,0,1,1,0,Its difficult to juts stay in the hexagon when you‚Äôre moving and trying to shoot at the fortress too.,FALSE,FALSE,234,p054_PreCode_2019.txt,keyboard,3,its difficult to juts stay in the hexagon when you‚Äôre moving and trying to shoot at the fortress too.,its difficult to juts stay in the hexagon when youre moving and trying to shoot at the fortress too,TRUE,3,1
54,1,0,1,1,0,Ship was damaged 48 by fortress.,FALSE,FALSE,401,p054_PreCode_2019.txt,keyboard,7,ship was damaged 48 by fortress.,ship was damaged 48 by fortress,TRUE,7,1
54,1,0,1,1,0,You destroyed the fortress zero times.,FALSE,FALSE,404,p054_PreCode_2019.txt,keyboard,7,you destroyed the fortress zero times.,you destroyed the fortress zero times,TRUE,7,1
55,1,0,1,1,0,"Awww, fortress just got me.",FALSE,FALSE,81,p055_PreCode_2019.txt,joystick,2,"awww, fortress just got me.",awww fortress just got me,TRUE,12,1
55,1,0,1,1,0,Now I need to fire at the fortress.,FALSE,FALSE,452,p055_PreCode_2019.txt,joystick,9,now i need to fire at the fortress.,now i need to fire at the fortress,TRUE,19,1
55,1,0,1,1,0,Fortress.,FALSE,FALSE,453,p055_PreCode_2019.txt,joystick,9,fortress.,fortress,FALSE,19,1
55,1,0,1,1,0,"Got the fortress four times, finally.",FALSE,FALSE,456,p055_PreCode_2019.txt,joystick,9,"got the fortress four times, finally.",got the fortress four times finally,TRUE,19,1
55,1,0,1,1,0,That‚Äôs the most I‚Äôve ever gotten the fortress.,FALSE,FALSE,457,p055_PreCode_2019.txt,joystick,9,that‚Äôs the most i‚Äôve ever gotten the fortress.,thats the most ive ever gotten the fortress,TRUE,19,1
55,1,0,1,1,0,"Fire, I need to fire at the fortress, W.",FALSE,FALSE,633,p055_PreCode_2019.txt,keyboard,3,"fire, i need to fire at the fortress, w.",fire i need to fire at the fortress w,TRUE,3,1
55,1,0,1,1,0,Fire at the fortress.,FALSE,FALSE,636,p055_PreCode_2019.txt,keyboard,3,fire at the fortress.,fire at the fortress,TRUE,3,1
55,1,0,1,1,0,Fire at the fortress.,FALSE,FALSE,637,p055_PreCode_2019.txt,keyboard,3,fire at the fortress.,fire at the fortress,TRUE,3,1
55,1,0,1,1,0,I was destroyed by the fortress zero times.,FALSE,FALSE,748,p055_PreCode_2019.txt,keyboard,5,i was destroyed by the fortress zero times.,i was destroyed by the fortress zero times,TRUE,5,1
55,1,0,1,1,0,I was died by the fortress two times.,FALSE,FALSE,851,p055_PreCode_2019.txt,keyboard,7,i was died by the fortress two times.,i was died by the fortress two times,TRUE,7,1
55,1,0,1,1,0,"Um, again there‚Äôs the fortress.",FALSE,FALSE,897,p055_PreCode_2019.txt,keyboard,8,"um, again there‚Äôs the fortress.",um again theres the fortress,TRUE,8,1
55,1,0,1,1,0,Shot the fortress once.,FALSE,FALSE,899,p055_PreCode_2019.txt,keyboard,8,shot the fortress once.,shot the fortress once,TRUE,8,1
55,1,0,1,1,0,Shot the fortress twice.,FALSE,FALSE,900,p055_PreCode_2019.txt,keyboard,8,shot the fortress twice.,shot the fortress twice,TRUE,8,1
55,1,0,1,1,0,Shot the fortress three times.,FALSE,FALSE,901,p055_PreCode_2019.txt,keyboard,8,shot the fortress three times.,shot the fortress three times,TRUE,8,1
55,1,0,1,1,0,Shot at the fortress.,FALSE,FALSE,914,p055_PreCode_2019.txt,keyboard,8,shot at the fortress.,shot at the fortress,TRUE,8,1
55,1,0,1,1,0,"Times hit by mines, times by the fortress.",FALSE,FALSE,928,p055_PreCode_2019.txt,keyboard,8,"times hit by mines, times by the fortress.",times hit by mines times by the fortress,TRUE,8,1
55,1,0,1,1,0,Fired at the fortress once.,FALSE,FALSE,1010,p055_PreCode_2019.txt,keyboard,10,fired at the fortress once.,fired at the fortress once,TRUE,10,1
55,1,0,1,1,0,Let‚Äôs get the fortress.,FALSE,FALSE,1036,p055_PreCode_2019.txt,keyboard,10,let‚Äôs get the fortress.,lets get the fortress,TRUE,10,1
55,1,0,1,1,0,Fortress once.,FALSE,FALSE,1037,p055_PreCode_2019.txt,keyboard,10,fortress once.,fortress once,TRUE,10,1
55,1,0,1,1,0,Fortress twice.,FALSE,FALSE,1038,p055_PreCode_2019.txt,keyboard,10,fortress twice.,fortress twice,TRUE,10,1
57,1,0,1,1,0,My main concern is like shooting the fortress.,FALSE,FALSE,183,p057_PreCode_2019.txt,joystick,3,my main concern is like shooting the fortress.,my main concern is like shooting the fortress,TRUE,13,1
57,1,0,1,1,0,"I think you have to touch the yellow fortress, not just the green part.",FALSE,FALSE,1506,p057_PreCode_2019.txt,keyboard,10,"i think you have to touch the yellow fortress, not just the green part.",i think you have to touch the yellow fortress not just the green part,TRUE,10,1
101,2,0,1,1,0,"P: Like the fortress, by itself, without hitting anything else?",FALSE,FALSE,16,p101_PreCode_2019.txt,joystick,1,"p: like the fortress, by itself, without hitting anything else?",p like the fortress by itself without hitting anything else,TRUE,11,1
101,2,0,1,1,0,"Okay so I attacked the fortress but I don‚Äôt understand why I got so many negative points in that in the other game, you know what I‚Äôm talking about?",FALSE,FALSE,41,p101_PreCode_2019.txt,joystick,3,"okay so i attacked the fortress but i don‚Äôt understand why i got so many negative points in that in the other game, you know what i‚Äôm talking about?",okay so i attacked the fortress but i dont understand why i got so many negative points in that in the other game you know what im talking about,TRUE,13,1
101,2,0,1,1,0,P: This. *points at space fortress*.,FALSE,FALSE,85,p101_PreCode_2019.txt,joystick,8,p: this. *points at space fortress*.,p this points at space fortress,TRUE,18,1
101,2,0,1,1,0,I didn‚Äôt know the space fortress attacked me!,FALSE,FALSE,145,p101_PreCode_2019.txt,keyboard,1,i didn‚Äôt know the space fortress attacked me!,i didnt know the space fortress attacked me,TRUE,1,1
101,2,0,1,1,0,"Oh my god, how many times  can my fortress shoot me?",FALSE,FALSE,238,p101_PreCode_2019.txt,keyboard,3,"oh my god, how many times  can my fortress shoot me?",oh my god how many times  can my fortress shoot me,TRUE,3,1
101,2,0,1,1,0,My fortress will never be taken down.,FALSE,FALSE,286,p101_PreCode_2019.txt,keyboard,4,my fortress will never be taken down.,my fortress will never be taken down,TRUE,4,1
113,1,0,1,1,0,*mumbles* you‚Äôre a horrible fortress.,FALSE,FALSE,132,p113_PreCode_2019.txt,joystick,6,*mumbles* you‚Äôre a horrible fortress.,mumbles youre a horrible fortress,TRUE,16,1
113,1,0,1,1,0,"I wasn‚Äôt warned that the fortress was going to shoot missiles, I don‚Äôt remember that warning.",FALSE,FALSE,179,p113_PreCode_2019.txt,joystick,8,"i wasn‚Äôt warned that the fortress was going to shoot missiles, i don‚Äôt remember that warning.",i wasnt warned that the fortress was going to shoot missiles i dont remember that warning,TRUE,18,1
113,1,0,1,1,0,Okay so if I hit the fortress imma bounce.,FALSE,FALSE,264,p113_PreCode_2019.txt,keyboard,1,okay so if i hit the fortress imma bounce.,okay so if i hit the fortress imma bounce,TRUE,1,1
113,1,0,1,1,0,I hate this fortress!,FALSE,FALSE,393,p113_PreCode_2019.txt,keyboard,5,i hate this fortress!,i hate this fortress,TRUE,5,1
113,1,0,1,1,0,"Thanks, freaking fortress.",FALSE,FALSE,523,p113_PreCode_2019.txt,keyboard,10,"thanks, freaking fortress.",thanks freaking fortress,TRUE,10,1
121,2,99,1,1,1,Kinda hard to cancel out the speed and keep getting hit by the fortress because I keep going head on with it.,FALSE,FALSE,34,p121_PreCode_2019.txt,joystick,3,kinda hard to cancel out the speed and keep getting hit by the fortress because i keep going head on with it.,kinda hard to cancel out the speed and keep getting hit by the fortress because i keep going head on with it,TRUE,3,1
121,2,99,1,1,1,P: Itíd be nice if I got hit by the fortress itíd slow me down but no I stay at the same velocity.,FALSE,FALSE,37,p121_PreCode_2019.txt,joystick,4,p: itíd be nice if i got hit by the fortress itíd slow me down but no i stay at the same velocity.,p itd be nice if i got hit by the fortress itd slow me down but no i stay at the same velocity,TRUE,4,1
121,2,99,1,1,1,This is Iím just getting so mad at this fortress all it does is keep hitting me.,FALSE,FALSE,44,p121_PreCode_2019.txt,joystick,5,this is iím just getting so mad at this fortress all it does is keep hitting me.,this is im just getting so mad at this fortress all it does is keep hitting me,TRUE,5,1
121,2,99,1,1,1,"You also get no satisfaction destroying the fortress, you know in that pinball game or with cards they give you a firework show, I would like a firework show cuz that was pretty hard.",FALSE,FALSE,59,p121_PreCode_2019.txt,joystick,7,"you also get no satisfaction destroying the fortress, you know in that pinball game or with cards they give you a firework show, i would like a firework show cuz that was pretty hard.",you also get no satisfaction destroying the fortress you know in that pinball game or with cards they give you a firework show i would like a firework show cuz that was pretty hard,TRUE,7,1
121,2,99,1,1,1,Also this would be a lot harder if you got points off for running into the fortress because Iíve donít that a lot of times.,FALSE,FALSE,67,p121_PreCode_2019.txt,joystick,8,also this would be a lot harder if you got points off for running into the fortress because iíve donít that a lot of times.,also this would be a lot harder if you got points off for running into the fortress because ive dont that a lot of times,TRUE,8,1
121,2,99,1,1,1,I feel like I canít focus on the main objective which is to get the most points because I just want to kill the fortress because itís so hard to do.,FALSE,FALSE,95,p121_PreCode_2019.txt,keyboard,2,i feel like i canít focus on the main objective which is to get the most points because i just want to kill the fortress because itís so hard to do.,i feel like i cant focus on the main objective which is to get the most points because i just want to kill the fortress because its so hard to do,TRUE,12,1
121,2,99,1,1,1,I feel like every time I start I run into the fortress and it shoots me like three times and I die.,FALSE,FALSE,101,p121_PreCode_2019.txt,keyboard,4,i feel like every time i start i run into the fortress and it shoots me like three times and i die.,i feel like every time i start i run into the fortress and it shoots me like three times and i die,TRUE,14,1
121,2,99,1,1,1,Also donít like that the mines can go over the fortress.,FALSE,FALSE,137,p121_PreCode_2019.txt,keyboard,8,also donít like that the mines can go over the fortress.,also dont like that the mines can go over the fortress,TRUE,18,1
121,2,99,1,1,1,"Also donít like the fortress can still shoot at you when there are mines, itís just too much.",FALSE,FALSE,142,p121_PreCode_2019.txt,keyboard,9,"also donít like the fortress can still shoot at you when there are mines, itís just too much.",also dont like the fortress can still shoot at you when there are mines its just too much,TRUE,19,1
