Participant_ID,Sex,Gamer,Complete_Game_Files,Complete_Transcript,Joystick_First,statement,interfaceMarkers,gameMarkers,lineNumber,fileName,interface,gameNumber,lowerStatement,statementClean,phrase,cumulativeGameNumber
34,1,1,1,0,1,"Doing good, doing good.",FALSE,FALSE,195,p034_PreCode_2019.txt,joystick,4,"doing good, doing good.",doing good doing good,TRUE,4
34,1,1,1,0,1,"Okay lets, oh it just got me",FALSE,FALSE,196,p034_PreCode_2019.txt,joystick,4,"okay lets, oh it just got me",okay lets oh it just got me,TRUE,4
34,1,1,1,0,1,Okay so let’s get off the initial shot.,FALSE,FALSE,197,p034_PreCode_2019.txt,joystick,4,okay so let’s get off the initial shot.,okay so lets get off the initial shot,TRUE,4
34,1,1,1,0,1,Okay so this is a friend.,FALSE,FALSE,198,p034_PreCode_2019.txt,joystick,4,okay so this is a friend.,okay so this is a friend,TRUE,4
34,1,1,1,0,1,"Okay we’re at 3 right now, which is nice.",FALSE,FALSE,199,p034_PreCode_2019.txt,joystick,4,"okay we’re at 3 right now, which is nice.",okay were at 3 right now which is nice,TRUE,4
34,1,1,1,0,1,"Okay EQ, so this is a.",FALSE,FALSE,200,p034_PreCode_2019.txt,joystick,4,"okay eq, so this is a.",okay eq so this is a,TRUE,4
34,1,1,1,0,1,Should be able to get it.,FALSE,FALSE,201,p034_PreCode_2019.txt,joystick,4,should be able to get it.,should be able to get it,TRUE,4
34,1,1,1,0,1,"Well it hit me, vulnerability still at 3 which is nice.",FALSE,FALSE,202,p034_PreCode_2019.txt,joystick,4,"well it hit me, vulnerability still at 3 which is nice.",well it hit me vulnerability still at 3 which is nice,TRUE,4
34,1,1,1,0,1,"Slow down, going way to fast.",FALSE,FALSE,203,p034_PreCode_2019.txt,joystick,4,"slow down, going way to fast.",slow down going way to fast,TRUE,4
34,1,1,1,0,1,First money sign again.,FALSE,FALSE,204,p034_PreCode_2019.txt,joystick,4,first money sign again.,first money sign again,TRUE,4
34,1,1,1,0,1,"Okay E,Q,W.",FALSE,FALSE,205,p034_PreCode_2019.txt,joystick,4,"okay e,q,w.",okay eqw,TRUE,4
34,1,1,1,0,1,"E,Q,W.",FALSE,FALSE,206,p034_PreCode_2019.txt,joystick,4,"e,q,w.",eqw,FALSE,4
34,1,1,1,0,1,Okay friend.,FALSE,FALSE,207,p034_PreCode_2019.txt,joystick,4,okay friend.,okay friend,TRUE,4
34,1,1,1,0,1,"Second money sign, bonus pints.",FALSE,FALSE,208,p034_PreCode_2019.txt,joystick,4,"second money sign, bonus pints.",second money sign bonus pints,TRUE,4
34,1,1,1,0,1,Good we’re staying low on points now.,FALSE,FALSE,209,p034_PreCode_2019.txt,joystick,4,good we’re staying low on points now.,good were staying low on points now,TRUE,4
34,1,1,1,0,1,"And it just got me, 6.",FALSE,FALSE,210,p034_PreCode_2019.txt,joystick,4,"and it just got me, 6.",and it just got me 6,TRUE,4
34,1,1,1,0,1,Oh I shot to fast.,FALSE,FALSE,211,p034_PreCode_2019.txt,joystick,4,oh i shot to fast.,oh i shot to fast,TRUE,4
34,1,1,1,0,1,"Shot way to fast, could’ve gotten it.",FALSE,FALSE,212,p034_PreCode_2019.txt,joystick,4,"shot way to fast, could’ve gotten it.",shot way to fast couldve gotten it,TRUE,4
34,1,1,1,0,1,Okay so my control was terrible.,FALSE,FALSE,213,p034_PreCode_2019.txt,joystick,4,okay so my control was terrible.,okay so my control was terrible,TRUE,4
34,1,1,1,0,1,My overall points was good.,FALSE,FALSE,214,p034_PreCode_2019.txt,joystick,4,my overall points was good.,my overall points was good,TRUE,4
34,1,1,1,0,1,#>5,FALSE,TRUE,215,p034_PreCode_2019.txt,joystick,5,#>5,5,FALSE,5
34,1,1,1,0,1,P= okay try this again.,FALSE,FALSE,216,p034_PreCode_2019.txt,joystick,5,p= okay try this again.,p okay try this again,TRUE,5
34,1,1,1,0,1,"R,O,Q.",FALSE,FALSE,217,p034_PreCode_2019.txt,joystick,5,"r,o,q.",roq,FALSE,5
34,1,1,1,0,1,"R,O,Q.",FALSE,FALSE,218,p034_PreCode_2019.txt,joystick,5,"r,o,q.",roq,FALSE,5
34,1,1,1,0,1,"R,O,Q.",FALSE,FALSE,219,p034_PreCode_2019.txt,joystick,5,"r,o,q.",roq,FALSE,5
34,1,1,1,0,1,"R,O,Q.",FALSE,FALSE,220,p034_PreCode_2019.txt,joystick,5,"r,o,q.",roq,FALSE,5
34,1,1,1,0,1,"R,O,Q.",FALSE,FALSE,221,p034_PreCode_2019.txt,joystick,5,"r,o,q.",roq,FALSE,5
34,1,1,1,0,1,"R,O,Q.",FALSE,FALSE,222,p034_PreCode_2019.txt,joystick,5,"r,o,q.",roq,FALSE,5
34,1,1,1,0,1,"Okay so let’s, get the initial shot.",FALSE,FALSE,223,p034_PreCode_2019.txt,joystick,5,"okay so let’s, get the initial shot.",okay so lets get the initial shot,TRUE,5
34,1,1,1,0,1,So the first money sign.,FALSE,FALSE,224,p034_PreCode_2019.txt,joystick,5,so the first money sign.,so the first money sign,TRUE,5
34,1,1,1,0,1,Vulnerability is at 3.,FALSE,FALSE,225,p034_PreCode_2019.txt,joystick,5,vulnerability is at 3.,vulnerability is at 3,TRUE,5
34,1,1,1,0,1,So R we have our first foe.,FALSE,FALSE,226,p034_PreCode_2019.txt,joystick,5,so r we have our first foe.,so r we have our first foe,TRUE,5
34,1,1,1,0,1,That was away to.,FALSE,FALSE,227,p034_PreCode_2019.txt,joystick,5,that was away to.,that was away to,TRUE,5
34,1,1,1,0,1,Boom should be able to get I now.,FALSE,FALSE,228,p034_PreCode_2019.txt,joystick,5,boom should be able to get i now.,boom should be able to get i now,TRUE,5
34,1,1,1,0,1,Oh no is it too fast.,FALSE,FALSE,229,p034_PreCode_2019.txt,joystick,5,oh no is it too fast.,oh no is it too fast,TRUE,5
34,1,1,1,0,1,Okay this should work.,FALSE,FALSE,230,p034_PreCode_2019.txt,joystick,5,okay this should work.,okay this should work,TRUE,5
34,1,1,1,0,1,Perfect there we go.,FALSE,FALSE,231,p034_PreCode_2019.txt,joystick,5,perfect there we go.,perfect there we go,TRUE,5
34,1,1,1,0,1,"I just got some points there, just get this shot off.",FALSE,FALSE,232,p034_PreCode_2019.txt,joystick,5,"i just got some points there, just get this shot off.",i just got some points there just get this shot off,TRUE,5
34,1,1,1,0,1,"Bonus okay, that was a luck guess.",FALSE,FALSE,233,p034_PreCode_2019.txt,joystick,5,"bonus okay, that was a luck guess.",bonus okay that was a luck guess,TRUE,5
34,1,1,1,0,1,"R,O, this is a friend",FALSE,FALSE,234,p034_PreCode_2019.txt,joystick,5,"r,o, this is a friend",ro this is a friend,TRUE,5
34,1,1,1,0,1,I just got killed.,FALSE,FALSE,235,p034_PreCode_2019.txt,joystick,5,i just got killed.,i just got killed,TRUE,5
34,1,1,1,0,1,"First money sign,",FALSE,FALSE,236,p034_PreCode_2019.txt,joystick,5,"first money sign,",first money sign,TRUE,5
34,1,1,1,0,1,"Friend, that’s a friend.",FALSE,FALSE,237,p034_PreCode_2019.txt,joystick,5,"friend, that’s a friend.",friend thats a friend,TRUE,5
34,1,1,1,0,1,Got one vulnerability.,FALSE,FALSE,238,p034_PreCode_2019.txt,joystick,5,got one vulnerability.,got one vulnerability,TRUE,5
34,1,1,1,0,1,"Second money sign, perfect.",FALSE,FALSE,239,p034_PreCode_2019.txt,joystick,5,"second money sign, perfect.",second money sign perfect,TRUE,5
34,1,1,1,0,1,"R,O, okay so we need it, okay there we go.",FALSE,FALSE,240,p034_PreCode_2019.txt,joystick,5,"r,o, okay so we need it, okay there we go.",ro okay so we need it okay there we go,TRUE,5
34,1,1,1,0,1,Okay we’re at 5 right now.,FALSE,FALSE,241,p034_PreCode_2019.txt,joystick,5,okay we’re at 5 right now.,okay were at 5 right now,TRUE,5
34,1,1,1,0,1,"ROQ, that was one, okay fantastic.",FALSE,FALSE,242,p034_PreCode_2019.txt,joystick,5,"roq, that was one, okay fantastic.",roq that was one okay fantastic,TRUE,5
34,1,1,1,0,1,So we got 2 shots right now.,FALSE,FALSE,243,p034_PreCode_2019.txt,joystick,5,so we got 2 shots right now.,so we got 2 shots right now,TRUE,5
34,1,1,1,0,1,I can get hit 3 times.,FALSE,FALSE,244,p034_PreCode_2019.txt,joystick,5,i can get hit 3 times.,i can get hit 3 times,TRUE,5
34,1,1,1,0,1,So.,FALSE,FALSE,245,p034_PreCode_2019.txt,joystick,5,so.,so,FALSE,5
34,1,1,1,0,1,"R,O,Q.",FALSE,FALSE,246,p034_PreCode_2019.txt,joystick,5,"r,o,q.",roq,FALSE,5
34,1,1,1,0,1,So I got hit once.,FALSE,FALSE,247,p034_PreCode_2019.txt,joystick,5,so i got hit once.,so i got hit once,TRUE,5
34,1,1,1,0,1,"Got another shot, okay were good vulnerability 2.",FALSE,FALSE,248,p034_PreCode_2019.txt,joystick,5,"got another shot, okay were good vulnerability 2.",got another shot okay were good vulnerability 2,TRUE,5
34,1,1,1,0,1,So we’re good now.,FALSE,FALSE,249,p034_PreCode_2019.txt,joystick,5,so we’re good now.,so were good now,TRUE,5
34,1,1,1,0,1,I seem to be losing a lot of control points.,FALSE,FALSE,250,p034_PreCode_2019.txt,joystick,5,i seem to be losing a lot of control points.,i seem to be losing a lot of control points,TRUE,5
34,1,1,1,0,1,But I really just want to be beat this.,FALSE,FALSE,251,p034_PreCode_2019.txt,joystick,5,but i really just want to be beat this.,but i really just want to be beat this,TRUE,5
34,1,1,1,0,1,"Okay, wow, we’re at 7 right now.",FALSE,FALSE,252,p034_PreCode_2019.txt,joystick,5,"okay, wow, we’re at 7 right now.",okay wow were at 7 right now,TRUE,5
34,1,1,1,0,1,"Okay well I just missed that bonus, hit it too early.",FALSE,FALSE,253,p034_PreCode_2019.txt,joystick,5,"okay well i just missed that bonus, hit it too early.",okay well i just missed that bonus hit it too early,TRUE,5
34,1,1,1,0,1,"R,O,Q.",FALSE,FALSE,254,p034_PreCode_2019.txt,joystick,5,"r,o,q.",roq,FALSE,5
34,1,1,1,0,1,"This is a friendly, boom, got it.",FALSE,FALSE,255,p034_PreCode_2019.txt,joystick,5,"this is a friendly, boom, got it.",this is a friendly boom got it,TRUE,5
34,1,1,1,0,1,"Oh no, almost, I was at 9.",FALSE,FALSE,256,p034_PreCode_2019.txt,joystick,5,"oh no, almost, i was at 9.",oh no almost i was at 9,TRUE,5
34,1,1,1,0,1,ROQ.,FALSE,FALSE,257,p034_PreCode_2019.txt,joystick,5,roq.,roq,FALSE,5
34,1,1,1,0,1,"Okay, I just died there",FALSE,FALSE,258,p034_PreCode_2019.txt,joystick,5,"okay, i just died there",okay i just died there,TRUE,5
34,1,1,1,0,1,Fantastic.,FALSE,FALSE,259,p034_PreCode_2019.txt,joystick,5,fantastic.,fantastic,FALSE,5
34,1,1,1,0,1,"Okay let’s see, let’s try to get back to nine again.",FALSE,FALSE,260,p034_PreCode_2019.txt,joystick,5,"okay let’s see, let’s try to get back to nine again.",okay lets see lets try to get back to nine again,TRUE,5
34,1,1,1,0,1,"Boom, I just killed that enemy.",FALSE,FALSE,261,p034_PreCode_2019.txt,joystick,5,"boom, i just killed that enemy.",boom i just killed that enemy,TRUE,5
34,1,1,1,0,1,I’ve gotten a hang of how the interval work now.,FALSE,FALSE,262,p034_PreCode_2019.txt,joystick,5,i’ve gotten a hang of how the interval work now.,ive gotten a hang of how the interval work now,TRUE,5
34,1,1,1,0,1,"Getting there, we’re getting there hopefully.",FALSE,FALSE,263,p034_PreCode_2019.txt,joystick,5,"getting there, we’re getting there hopefully.",getting there were getting there hopefully,TRUE,5
34,1,1,1,0,1,Ship was damaged 18 times.,FALSE,FALSE,264,p034_PreCode_2019.txt,joystick,5,ship was damaged 18 times.,ship was damaged 18 times,TRUE,5
34,1,1,1,0,1,Shio was damaged 4 times by mines.,FALSE,FALSE,265,p034_PreCode_2019.txt,joystick,5,shio was damaged 4 times by mines.,shio was damaged 4 times by mines,TRUE,5
34,1,1,1,0,1,So my biggest concern is with the fortress.,FALSE,FALSE,266,p034_PreCode_2019.txt,joystick,5,so my biggest concern is with the fortress.,so my biggest concern is with the fortress,TRUE,5
34,1,1,1,0,1,Seem to be getting with the mines.,FALSE,FALSE,267,p034_PreCode_2019.txt,joystick,5,seem to be getting with the mines.,seem to be getting with the mines,TRUE,5
34,1,1,1,0,1,Okay so let’s try to get positive.,FALSE,FALSE,268,p034_PreCode_2019.txt,joystick,5,okay so let’s try to get positive.,okay so lets try to get positive,TRUE,5
34,1,1,1,0,1,#>6,FALSE,TRUE,269,p034_PreCode_2019.txt,joystick,6,#>6,6,FALSE,6
34,1,1,1,0,1,P=,FALSE,FALSE,270,p034_PreCode_2019.txt,joystick,6,p=,p,FALSE,6
34,1,1,1,0,1,"O,U, and H.",FALSE,FALSE,271,p034_PreCode_2019.txt,joystick,6,"o,u, and h.",ou and h,TRUE,6
34,1,1,1,0,1,"O,U,H.",FALSE,FALSE,272,p034_PreCode_2019.txt,joystick,6,"o,u,h.",ouh,FALSE,6
34,1,1,1,0,1,These are gonna be tough to remember.,FALSE,FALSE,273,p034_PreCode_2019.txt,joystick,6,these are gonna be tough to remember.,these are gonna be tough to remember,TRUE,6
34,1,1,1,0,1,"O,U,H.",FALSE,FALSE,274,p034_PreCode_2019.txt,joystick,6,"o,u,h.",ouh,FALSE,6
34,1,1,1,0,1,"O,U, and H.",FALSE,FALSE,275,p034_PreCode_2019.txt,joystick,6,"o,u, and h.",ou and h,TRUE,6
34,1,1,1,0,1,U and H.,FALSE,FALSE,276,p034_PreCode_2019.txt,joystick,6,u and h.,u and h,TRUE,6
34,1,1,1,0,1,University of Houston.,FALSE,FALSE,277,p034_PreCode_2019.txt,joystick,6,university of houston.,university of houston,TRUE,6
34,1,1,1,0,1,"O,U, and H.",FALSE,FALSE,278,p034_PreCode_2019.txt,joystick,6,"o,u, and h.",ou and h,TRUE,6
34,1,1,1,0,1,Okay we got our first money sign.,FALSE,FALSE,279,p034_PreCode_2019.txt,joystick,6,okay we got our first money sign.,okay we got our first money sign,TRUE,6
34,1,1,1,0,1,Let’s get our first shot.,FALSE,FALSE,280,p034_PreCode_2019.txt,joystick,6,let’s get our first shot.,lets get our first shot,TRUE,6
34,1,1,1,0,1,Second okay just got 100 points there.,FALSE,FALSE,281,p034_PreCode_2019.txt,joystick,6,second okay just got 100 points there.,second okay just got 100 points there,TRUE,6
34,1,1,1,0,1,"Oh okay, friendly, friendly.",FALSE,FALSE,282,p034_PreCode_2019.txt,joystick,6,"oh okay, friendly, friendly.",oh okay friendly friendly,TRUE,6
34,1,1,1,0,1,"And that was two shots, okay.",FALSE,FALSE,283,p034_PreCode_2019.txt,joystick,6,"and that was two shots, okay.",and that was two shots okay,TRUE,6
34,1,1,1,0,1,"OU, so this is a , there we go, just got it.",FALSE,FALSE,284,p034_PreCode_2019.txt,joystick,6,"ou, so this is a , there we go, just got it.",ou so this is a  there we go just got it,TRUE,6
34,1,1,1,0,1,"Wow okay that’s, I think I have one more hit left.",FALSE,FALSE,285,p034_PreCode_2019.txt,joystick,6,"wow okay that’s, i think i have one more hit left.",wow okay thats i think i have one more hit left,TRUE,6
34,1,1,1,0,1,"Okay well perfect that was a friendly, got lucky.",FALSE,FALSE,286,p034_PreCode_2019.txt,joystick,6,"okay well perfect that was a friendly, got lucky.",okay well perfect that was a friendly got lucky,TRUE,6
34,1,1,1,0,1,Speed -10.,FALSE,FALSE,287,p034_PreCode_2019.txt,joystick,6,speed -10.,speed 10,TRUE,6
34,1,1,1,0,1,Okay wow.,FALSE,FALSE,288,p034_PreCode_2019.txt,joystick,6,okay wow.,okay wow,TRUE,6
34,1,1,1,0,1,"Okay, I keep getting hit.",FALSE,FALSE,289,p034_PreCode_2019.txt,joystick,6,"okay, i keep getting hit.",okay i keep getting hit,TRUE,6
34,1,1,1,0,1,Let’s see where we can fix this.,FALSE,FALSE,290,p034_PreCode_2019.txt,joystick,6,let’s see where we can fix this.,lets see where we can fix this,TRUE,6
34,1,1,1,0,1,Okay first money sign.,FALSE,FALSE,291,p034_PreCode_2019.txt,joystick,6,okay first money sign.,okay first money sign,TRUE,6
34,1,1,1,0,1,"Then the next one comes, moves way too easily.",FALSE,FALSE,292,p034_PreCode_2019.txt,joystick,6,"then the next one comes, moves way too easily.",then the next one comes moves way too easily,TRUE,6
34,1,1,1,0,1,"Second money sign ok, bonus points.",FALSE,FALSE,293,p034_PreCode_2019.txt,joystick,6,"second money sign ok, bonus points.",second money sign ok bonus points,TRUE,6
34,1,1,1,0,1,I seem to always be going for points.,FALSE,FALSE,294,p034_PreCode_2019.txt,joystick,6,i seem to always be going for points.,i seem to always be going for points,TRUE,6
34,1,1,1,0,1,"Which is O,U and H.",FALSE,FALSE,295,p034_PreCode_2019.txt,joystick,6,"which is o,u and h.",which is ou and h,TRUE,6
34,1,1,1,0,1,First money sign.,FALSE,FALSE,296,p034_PreCode_2019.txt,joystick,6,first money sign.,first money sign,TRUE,6
34,1,1,1,0,1,"Second money sign, bonus points.",FALSE,FALSE,297,p034_PreCode_2019.txt,joystick,6,"second money sign, bonus points.",second money sign bonus points,TRUE,6
34,1,1,1,0,1,"Um, friendly, friendly.",FALSE,FALSE,298,p034_PreCode_2019.txt,joystick,6,"um, friendly, friendly.",um friendly friendly,TRUE,6
34,1,1,1,0,1,Oh no probably going to get hit.,FALSE,FALSE,299,p034_PreCode_2019.txt,joystick,6,oh no probably going to get hit.,oh no probably going to get hit,TRUE,6
34,1,1,1,0,1,First money sign.,FALSE,FALSE,300,p034_PreCode_2019.txt,joystick,6,first money sign.,first money sign,TRUE,6
34,1,1,1,0,1,Oh okay.,FALSE,FALSE,301,p034_PreCode_2019.txt,joystick,6,oh okay.,oh okay,TRUE,6
34,1,1,1,0,1,"O,U, and H, I should be able to hit it.",FALSE,FALSE,302,p034_PreCode_2019.txt,joystick,6,"o,u, and h, i should be able to hit it.",ou and h i should be able to hit it,TRUE,6
34,1,1,1,0,1,"First oh second money sign, bonus.",FALSE,FALSE,303,p034_PreCode_2019.txt,joystick,6,"first oh second money sign, bonus.",first oh second money sign bonus,TRUE,6
34,1,1,1,0,1,"Got lucky I remember those, it’s the second one.",FALSE,FALSE,304,p034_PreCode_2019.txt,joystick,6,"got lucky i remember those, it’s the second one.",got lucky i remember those its the second one,TRUE,6
34,1,1,1,0,1,We got 5 vulnerability now.,FALSE,FALSE,305,p034_PreCode_2019.txt,joystick,6,we got 5 vulnerability now.,we got 5 vulnerability now,TRUE,6
34,1,1,1,0,1,Let’s try to get a shot on.,FALSE,FALSE,306,p034_PreCode_2019.txt,joystick,6,let’s try to get a shot on.,lets try to get a shot on,TRUE,6
34,1,1,1,0,1,"I just died, okay first money sign, O, U, and H.",FALSE,FALSE,307,p034_PreCode_2019.txt,joystick,6,"i just died, okay first money sign, o, u, and h.",i just died okay first money sign o u and h,TRUE,6
34,1,1,1,0,1,This will help me with vulnerability.,FALSE,FALSE,308,p034_PreCode_2019.txt,joystick,6,this will help me with vulnerability.,this will help me with vulnerability,TRUE,6
34,1,1,1,0,1,Perfect we’re at 2.,FALSE,FALSE,309,p034_PreCode_2019.txt,joystick,6,perfect we’re at 2.,perfect were at 2,TRUE,6
34,1,1,1,0,1,Second money sign.,FALSE,FALSE,310,p034_PreCode_2019.txt,joystick,6,second money sign.,second money sign,TRUE,6
34,1,1,1,0,1,Okay we’re at 3.,FALSE,FALSE,311,p034_PreCode_2019.txt,joystick,6,okay we’re at 3.,okay were at 3,TRUE,6
34,1,1,1,0,1,4 which is nice.,FALSE,FALSE,312,p034_PreCode_2019.txt,joystick,6,4 which is nice.,4 which is nice,TRUE,6
34,1,1,1,0,1,So I got one more hit left.,FALSE,FALSE,313,p034_PreCode_2019.txt,joystick,6,so i got one more hit left.,so i got one more hit left,TRUE,6
34,1,1,1,0,1,Let’s see if I can get to 5.,FALSE,FALSE,314,p034_PreCode_2019.txt,joystick,6,let’s see if i can get to 5.,lets see if i can get to 5,TRUE,6
34,1,1,1,0,1,Oh game over.,FALSE,FALSE,315,p034_PreCode_2019.txt,joystick,6,oh game over.,oh game over,TRUE,6
34,1,1,1,0,1,Getting less and less points.,FALSE,FALSE,316,p034_PreCode_2019.txt,joystick,6,getting less and less points.,getting less and less points,TRUE,6
34,1,1,1,0,1,Hopefully we get positive.,FALSE,FALSE,317,p034_PreCode_2019.txt,joystick,6,hopefully we get positive.,hopefully we get positive,TRUE,6
34,1,1,1,0,1,bonus opportunities 5.,FALSE,FALSE,318,p034_PreCode_2019.txt,joystick,6,bonus opportunities 5.,bonus opportunities 5,TRUE,6
34,1,1,1,0,1,"Speed 100, velocity 250.",FALSE,FALSE,319,p034_PreCode_2019.txt,joystick,6,"speed 100, velocity 250.",speed 100 velocity 250,TRUE,6
34,1,1,1,0,1,"Joystick is extremely sensitive, be careful with it.",FALSE,FALSE,320,p034_PreCode_2019.txt,joystick,6,"joystick is extremely sensitive, be careful with it.",joystick is extremely sensitive be careful with it,TRUE,6
34,1,1,1,0,1,#>7,FALSE,TRUE,321,p034_PreCode_2019.txt,joystick,7,#>7,7,FALSE,7
34,1,1,1,0,1,"P= Y,Q,P.",FALSE,FALSE,322,p034_PreCode_2019.txt,joystick,7,"p= y,q,p.",p yqp,TRUE,7
34,1,1,1,0,1,"Y,Q, and P.",FALSE,FALSE,323,p034_PreCode_2019.txt,joystick,7,"y,q, and p.",yq and p,TRUE,7
34,1,1,1,0,1,"Y,Q,P.",FALSE,FALSE,324,p034_PreCode_2019.txt,joystick,7,"y,q,p.",yqp,FALSE,7
34,1,1,1,0,1,"Y,Q,P.",FALSE,FALSE,325,p034_PreCode_2019.txt,joystick,7,"y,q,p.",yqp,FALSE,7
34,1,1,1,0,1,"Y,Q,P.",FALSE,FALSE,326,p034_PreCode_2019.txt,joystick,7,"y,q,p.",yqp,FALSE,7
34,1,1,1,0,1,Okay so let’s get a first shot.,FALSE,FALSE,327,p034_PreCode_2019.txt,joystick,7,okay so let’s get a first shot.,okay so lets get a first shot,TRUE,7
34,1,1,1,0,1,Let’s try to get one more.,FALSE,FALSE,328,p034_PreCode_2019.txt,joystick,7,let’s try to get one more.,lets try to get one more,TRUE,7
34,1,1,1,0,1,"Okay so seems , there we go,",FALSE,FALSE,329,p034_PreCode_2019.txt,joystick,7,"okay so seems , there we go,",okay so seems  there we go,TRUE,7
34,1,1,1,0,1,"Okay this is a friend, first money sign.",FALSE,FALSE,330,p034_PreCode_2019.txt,joystick,7,"okay this is a friend, first money sign.",okay this is a friend first money sign,TRUE,7
34,1,1,1,0,1,We’re up 5 now.,FALSE,FALSE,331,p034_PreCode_2019.txt,joystick,7,we’re up 5 now.,were up 5 now,TRUE,7
34,1,1,1,0,1,"I just want to start going to, bonus.",FALSE,FALSE,332,p034_PreCode_2019.txt,joystick,7,"i just want to start going to, bonus.",i just want to start going to bonus,TRUE,7
34,1,1,1,0,1,When it starts going too fast that’s when it gets dangerous.,FALSE,FALSE,333,p034_PreCode_2019.txt,joystick,7,when it starts going too fast that’s when it gets dangerous.,when it starts going too fast thats when it gets dangerous,TRUE,7
34,1,1,1,0,1,I got to slow down.,FALSE,FALSE,334,p034_PreCode_2019.txt,joystick,7,i got to slow down.,i got to slow down,TRUE,7
34,1,1,1,0,1,Okay we’re at 6 which I nice.,FALSE,FALSE,335,p034_PreCode_2019.txt,joystick,7,okay we’re at 6 which i nice.,okay were at 6 which i nice,TRUE,7
34,1,1,1,0,1,Okay Y and it just got me.,FALSE,FALSE,336,p034_PreCode_2019.txt,joystick,7,okay y and it just got me.,okay y and it just got me,TRUE,7
34,1,1,1,0,1,"Its ok, it’s ok.",FALSE,FALSE,337,p034_PreCode_2019.txt,joystick,7,"its ok, it’s ok.",its ok its ok,TRUE,7
34,1,1,1,0,1,"Wish it didn’t shoot right away when the game starts, makes it a little difficult.",FALSE,FALSE,338,p034_PreCode_2019.txt,joystick,7,"wish it didn’t shoot right away when the game starts, makes it a little difficult.",wish it didnt shoot right away when the game starts makes it a little difficult,TRUE,7
34,1,1,1,0,1,We got the first money sign.,FALSE,FALSE,339,p034_PreCode_2019.txt,joystick,7,we got the first money sign.,we got the first money sign,TRUE,7
34,1,1,1,0,1,"Y first interval, ok, come on, come on, come on.",FALSE,FALSE,340,p034_PreCode_2019.txt,joystick,7,"y first interval, ok, come on, come on, come on.",y first interval ok come on come on come on,TRUE,7
34,1,1,1,0,1,"Yes I got it, second one, bonus.",FALSE,FALSE,341,p034_PreCode_2019.txt,joystick,7,"yes i got it, second one, bonus.",yes i got it second one bonus,TRUE,7
34,1,1,1,0,1,Let’s see so first money sign again.,FALSE,FALSE,342,p034_PreCode_2019.txt,joystick,7,let’s see so first money sign again.,lets see so first money sign again,TRUE,7
34,1,1,1,0,1,Is now first shot.,FALSE,FALSE,343,p034_PreCode_2019.txt,joystick,7,is now first shot.,is now first shot,TRUE,7
34,1,1,1,0,1,"So for second money sign, bonus.",FALSE,FALSE,344,p034_PreCode_2019.txt,joystick,7,"so for second money sign, bonus.",so for second money sign bonus,TRUE,7
34,1,1,1,0,1,This is an enemy.,FALSE,FALSE,345,p034_PreCode_2019.txt,joystick,7,this is an enemy.,this is an enemy,TRUE,7
34,1,1,1,0,1,Y I don’t remember. I don’t remember he number right now.,FALSE,FALSE,346,p034_PreCode_2019.txt,joystick,7,y i don’t remember. i don’t remember he number right now.,y i dont remember i dont remember he number right now,TRUE,7
34,1,1,1,0,1,So I just have to out run them or I guess.,FALSE,FALSE,347,p034_PreCode_2019.txt,joystick,7,so i just have to out run them or i guess.,so i just have to out run them or i guess,TRUE,7
34,1,1,1,0,1,Guess that it’s a friendly.,FALSE,FALSE,348,p034_PreCode_2019.txt,joystick,7,guess that it’s a friendly.,guess that its a friendly,TRUE,7
34,1,1,1,0,1,"P, you know it’s appeared so many times that I’m going to assume that this is an enemy now.",FALSE,FALSE,349,p034_PreCode_2019.txt,joystick,7,"p, you know it’s appeared so many times that i’m going to assume that this is an enemy now.",p you know its appeared so many times that im going to assume that this is an enemy now,TRUE,7
34,1,1,1,0,1,"Money, oh I just messed up my bonus.",FALSE,FALSE,350,p034_PreCode_2019.txt,joystick,7,"money, oh i just messed up my bonus.",money oh i just messed up my bonus,TRUE,7
34,1,1,1,0,1,"Okay well velocity isn’t doing too bad, just the points right now which is.",FALSE,FALSE,351,p034_PreCode_2019.txt,joystick,7,"okay well velocity isn’t doing too bad, just the points right now which is.",okay well velocity isnt doing too bad just the points right now which is,TRUE,7
34,1,1,1,0,1,SO we got an enemy here so avoid him.,FALSE,FALSE,352,p034_PreCode_2019.txt,joystick,7,so we got an enemy here so avoid him.,so we got an enemy here so avoid him,TRUE,7
34,1,1,1,0,1,Oh just got shot.,FALSE,FALSE,353,p034_PreCode_2019.txt,joystick,7,oh just got shot.,oh just got shot,TRUE,7
34,1,1,1,0,1,Oh let’s get out of here and hyperspace.,FALSE,FALSE,354,p034_PreCode_2019.txt,joystick,7,oh let’s get out of here and hyperspace.,oh lets get out of here and hyperspace,TRUE,7
34,1,1,1,0,1,Okay we’re back inside the hexagon.,FALSE,FALSE,355,p034_PreCode_2019.txt,joystick,7,okay we’re back inside the hexagon.,okay were back inside the hexagon,TRUE,7
34,1,1,1,0,1,Okay so we just killed one of the enemies which is nice.,FALSE,FALSE,356,p034_PreCode_2019.txt,joystick,7,okay so we just killed one of the enemies which is nice.,okay so we just killed one of the enemies which is nice,TRUE,7
34,1,1,1,0,1,Pop up in the bottom.,FALSE,FALSE,357,p034_PreCode_2019.txt,joystick,7,pop up in the bottom.,pop up in the bottom,TRUE,7
